Date,User,Message
2022-01-25 15:46:04,"안뇽","근데 지금제가 노드사용중인게"
2022-01-25 15:46:05,"안뇽","데"
2022-01-25 15:46:06,"초롱초롱 튜브","다들 개발자세요??"
2022-01-25 15:46:07,"안뇽","프젝이"
2022-01-25 15:46:34,"초롱초롱 튜브","저는 김천에 있습니다."
2022-01-25 15:46:38,"안뇽","로그인 회원가입 정보수정 비밀번호변경 검색 사진업로드 사진삭제 등등 구현했는데.."
2022-01-25 15:46:46,"안뇽","여기서 어떤 걸 더 구현을 해야할지가 궁금하네요"
2022-01-25 15:47:20,"초롱초롱 튜브","기본적인 기능을 구현하셨네요. 프로젝트 주제에 맞게 기능 더 추가하시면 되지 않을까요?"
2022-01-25 15:47:51,"안뇽","그거에 맞기 지금 만들었는데 뭘 더 해야할즈 모르겠네요,,"
2022-01-25 15:48:02,"안뇽","만약에 좀 더 어려운걸로 한다면"
2022-01-25 15:48:09,"안뇽","어떤 것들이 있을까요?"
2022-01-25 15:48:21,"안뇽","와 요정도했으면 좀 했네? 라는정도요"
2022-01-25 15:48:26,"초롱초롱 튜브","벤치마킹해보세요."
2022-01-25 15:49:04,"초롱초롱 튜브","구글바 생성해서 검색기능이나 사진보관기능이나"
2022-01-25 15:49:06,"희표/시지","인스타그램 같이 사진으로만 보여주는 사이트인가요?"
2022-01-25 15:49:17,"안뇽","ㄹ영상도 가능합니당"
2022-01-25 15:49:31,"안뇽","검색기능도 넣었습니다"
2022-01-25 15:49:46,"안뇽","해시태그 건색하면 관련 태그들 나오게하고.."
2022-01-25 15:49:53,"안뇽","약간 인스타랑 유튜브사이라고 해야하는가 ㅠ"
2022-01-25 15:49:58,"초롱초롱 튜브","포털사이트를 연동해서 빅데이터기반으로 검색하는 기능도 괜찮아보이네요."
2022-01-25 15:50:12,"안뇽","그러큔요.."
2022-01-25 15:50:15,"안뇽","하 ㅠㅠ"
2022-01-25 15:50:20,"안뇽","근데 실력이 어는정도 되야"
2022-01-25 15:50:29,"안뇽","취업을 할 수 있을까요"
2022-01-25 15:50:41,"초롱초롱 튜브","근데 웹사이트가 다 거기서거기라서 ㅠㅠ"
2022-01-25 15:50:49,"안뇽","비슷비숫하쥬 뭐.."
2022-01-25 15:50:55,"희표/시지","신입으로 취업하실거 같은데 그냥 신입정도실력이면 되지 않을까요"
2022-01-25 15:50:57,"초롱초롱 튜브","지원하려고 하는 회사에서 요구하는 기술스택으로 기능만 잘 구현하면 취업될듯해여"
2022-01-25 15:50:58,"희표/시지","ㅎㅎ"
2022-01-25 15:51:13,"안뇽","요줌 보면 거의 결제시스템이 많던데 ㅋㅋㅋ"
2022-01-25 15:51:23,"안뇽","아 그거 api 받아와소 하는게 참 ㅋㅋ 어렵더라규요"
2022-01-25 15:51:28,"희표/시지","가입할때 인증문자 오는거 까지만 하셔도"
2022-01-25 15:51:32,"초롱초롱 튜브","네카라쿠배당토 이쪽으로 가지 않으시면 포폴만 잘 만들어도 취업이 됩니다."
2022-01-25 15:51:44,"안뇽","수타트업 생각중이긴합니다ㅔ"
2022-01-25 15:51:51,"안뇽","오우 저도 그거 상각해봤어용"
2022-01-25 15:51:52,"초롱초롱 튜브","휴대폰인증기능, 이커머스 결제기능 정도"
2022-01-25 15:52:09,"초롱초롱 튜브","카카오톡 알림기능도 있어요."
2022-01-25 15:52:18,"안뇽","카톡에서 제공해주지않아요?"
2022-01-25 15:52:35,"초롱초롱 튜브","API 땡겨쓰면 되는걸로 알아여"
2022-01-25 15:53:02,"초롱초롱 튜브","저도 포폴 만들어야 하는데 ㅋㅋ게으른 성격때문에 시작단계에서 치고나가지 못하네요."
2022-01-25 15:53:09,"초롱초롱 튜브","안뇽님은 혼자 만드시는거예요?"
2022-01-25 15:53:24,"안뇽","네"
2022-01-25 15:53:42,"안뇽","그래서 힘드네용ㅋㅋㅋㅋ"
2022-01-25 15:53:42,"안뇽","파트 나눠서 하면"
2022-01-25 15:53:50,"안뇽","수월한데 ㅠㅠ"
2022-01-25 15:54:21,"초롱초롱 튜브","저도 개인포폴 만들어야 하는데 의지가 약해서 부트캠프를 가려고 보니 비용대비해서 가성비가 나올까 고민되고 ㅋㅋ"
2022-01-25 15:54:31,"초롱초롱 튜브","국비가려고 하니 공백이 5년이 되니"
2022-01-25 15:54:46,"초롱초롱 튜브","알바하면서 인프런강의 들으면서 공부중이네요."
2022-01-25 15:55:37,"초롱초롱 튜브","안뇽님은 그러면 서울쪽으로 준비하시겠네요. 스타트업은 수도권이 많으니"
2022-01-25 15:56:40,"안뇽","넵 ㅋㅋㅋ 대구는 떡히 갈곳도없고해서"
2022-01-25 15:56:51,"안뇽","서울쪽으로 계속 서류 넣고있어요 흐흐"
2022-01-25 15:56:56,"초롱초롱 튜브","안뇽님은 전공자세요??"
2022-01-25 15:57:10,"초롱초롱 튜브","혹시 어디에서 채용공고보세요?"
2022-01-25 15:57:13,"안뇽","일본어만 능숙했으면 일본도 생각은 하는데..일어공부까지하기엔 시간이 너무 부족해서요"
2022-01-25 15:57:18,"안뇽","전공까진 아니에요ㅜ"
2022-01-25 15:57:30,"안뇽","전 드론전공입니다"
2022-01-25 15:57:33,"초롱초롱 튜브","그러면 다른 일 하시다가 개발자하시는건가요?"
2022-01-25 15:57:40,"초롱초롱 튜브","미래의 전공이네요."
2022-01-25 15:58:05,"안뇽","넵 드론회사 다니다가 그만두고 이쪽으로 공부중입다 ㅍ"
2022-01-25 15:59:23,"초롱초롱 튜브","몇년 다니다가 커리어전환하시는건가요?"
2022-01-25 16:00:16,"초롱초롱 튜브","저도 방황의 시간이 너무 많아서 ㅠㅠ지방에서 취업 준비하다가 다른 길 알아보니 전공을 버리니 마땅히 갈 곳이 없더라고요 ㅠㅠ"
2022-01-25 16:01:09,"안뇽","저 2년정도 다니고 .. 작년부터 코딩공부 시작했는데"
2022-01-25 16:01:31,"안뇽","작년 11월쯤부터 흐름 알게되고 지금은 머리짜내면서 그냥 뭐 하나 만들고있어요,,"
2022-01-25 16:01:55,"초롱초롱 튜브","그래도 완전 공백을 아니시네여"
2022-01-25 16:02:19,"초롱초롱 튜브","금방 하실 수 있을듯해여 지금 구현하시는 기능만 봐도"
2022-01-25 16:02:20,"안뇽","음ㅋㅋ그런가요 원래 어는정도하고 다들 취업하는지 잘 몰라서"
2022-01-25 16:02:24,"안뇽","전 늦었다 생각햇거든용"
2022-01-25 16:02:32,"안뇽","근데 구글링이 많아섴ㅋㅋㅋㅋ"
2022-01-25 16:02:34,"초롱초롱 튜브","나이대가 어떻게 되시는데요?"
2022-01-25 16:02:47,"안뇽","저 25 입니다,,^^;;"
2022-01-25 16:02:51,"초롱초롱 튜브","늦은것이 아니예요. 그정도는 빠르게 잘하고 있어요."
2022-01-25 16:02:54,"초롱초롱 튜브","나이도 어리시고"
2022-01-25 16:02:57,"초롱초롱 튜브","충분하네요."
2022-01-25 16:03:35,"초롱초롱 튜브","보통 학원가면 수료전까지 아무것도 못하는 학생들이 많아요."
2022-01-25 16:03:47,"안뇽","저도 지금 수업듣고있는데"
2022-01-25 16:04:12,"초롱초롱 튜브","코딩은 이론으로 공부하는게 아니라서"
2022-01-25 16:04:15,"초롱초롱 튜브","만들어봐야해여"
2022-01-25 16:04:17,"안뇽","그냥 음.."
2022-01-25 16:04:31,"안뇽","흐름만 알려고 학원가는건 괜찮다고 생각을해요"
2022-01-25 16:04:37,"초롱초롱 튜브","본인 속도에 맞게 지금처럼만 하시면 취업하실듯해여"
2022-01-25 16:04:48,"안뇽","근데 뭘 하나 만들려고하면"
2022-01-25 16:04:52,"안뇽","책으로 공부도 나쁘지않고"
2022-01-25 16:05:01,"초롱초롱 튜브","학원은 맛보기용이예요. 본인이 하기나름같더라고요."
2022-01-25 16:05:05,"안뇽","아니면 인강중에 좀 싼거보면서 따라해보다가"
2022-01-25 16:05:08,"안뇽","어는정도알면"
2022-01-25 16:05:10,"안뇽","그걸 이용하묜서"
2022-01-25 16:05:18,"초롱초롱 튜브","클론코딩추천드려요."
2022-01-25 16:05:21,"안뇽","제가 원하는걸 만드는게 좋다고 생각해요"
2022-01-25 16:05:27,"초롱초롱 튜브","인강 중에 클론코딩이 많아여"
2022-01-25 16:05:39,"안뇽","유명한 니코썀이있죠"
2022-01-25 16:05:57,"초롱초롱 튜브","국비학원보다 괜찮더라고요."
2022-01-25 16:06:05,"희표/시지","노머드코더요?"
2022-01-25 16:06:07,"안뇽","근데 부트부트 말 하던데"
2022-01-25 16:06:09,"안뇽","네네"
2022-01-25 16:06:10,"초롱초롱 튜브","국비학원은 정해진 커리큘럼때문에 프로젝트는 3개월후부터 해여"
2022-01-25 16:06:14,"안뇽","부트가 정확히 어떤건가요?"
2022-01-25 16:06:21,"초롱초롱 튜브","부트캠프아닌가여?"
2022-01-25 16:06:36,"안뇽","학원 앝운곳인가요?"
2022-01-25 16:06:56,"초롱초롱 튜브","유료 사설학원이예요."
2022-01-25 16:07:12,"안뇽","음 부트에 의존하는 사람들이 많아서"
2022-01-25 16:07:26,"안뇽","해본적은 없는데 그게 그렇게 좋은가 싶은 생각이들어서요,,"
2022-01-25 16:08:36,"초롱초롱 튜브","케바케예요."
2022-01-25 16:09:17,"S티엘","복불복인가요???ㄷㄷ"
2022-01-25 16:09:20,"초롱초롱 튜브","낙오자만 되지 않으면 괜찮다고 하네요. 근데 그 비용만큼 뽑아낼 수 있을지가 의문이라서여"
2022-01-25 16:09:34,"초롱초롱 튜브","내가 천만원 투자했는데 그만큼 효율이 안 나오면 힘들죠."
2022-01-25 16:09:35,"안뇽","그쵸 학원이든 오디든간에"
2022-01-25 16:09:43,"안뇽","전 혼자하는게 뭔가"
2022-01-25 16:09:46,"안뇽","자유롭게 하면서도"
2022-01-25 16:09:52,"안뇽","집중할 때 빡집중 가능해서"
2022-01-25 16:10:06,"안뇽","그리고 일단 시간이 많고 뭔가 하고싶은걸 제 맘대로 다 할 수 있어서"
2022-01-25 16:10:08,"안뇽","좋은거같아요"
2022-01-25 16:12:12,"초롱초롱 튜브","그쵸"
2022-01-25 16:12:30,"초롱초롱 튜브","국비학원을 가게 되면 선생님이 주도적으로 수업을 하기 때문에 8시간동안"
2022-01-25 16:22:51,"아티","대구에서 일하시는 분들 만족하시나여.."
2022-01-25 16:23:24,"초롱초롱 튜브","대구 면접보러 가면 연봉이 2200 ~ 2400이던데여"
2022-01-25 16:23:34,"초롱초롱 튜브","신입기준으로"
2022-01-25 16:24:10,"아티","그쵸 간간히 2700까진 있는 것 같아요"
2022-01-25 16:24:31,"초롱초롱 튜브","드물어요 ㅠ"
2022-01-25 16:25:40,"아티","제가 그 드문 케이스라서 일단 일년 존버 생각하고 있는데,, 서울 가고 싶기도 하다가 ㅠ 살기엔 대구가 좋아서 ........."
2022-01-25 16:26:11,"아티","대구도 괜찮은 회사 많이 생기길 ㅠㅠ"
2022-01-25 16:26:30,"초롱초롱 튜브","알파시티에 회사 많이 들어오지 않았어요?"
2022-01-25 16:26:46,"초롱초롱 튜브","아티님은 몇년차세요?"
2022-01-25 16:27:05,"아티","저 신입이에요 이제 2개월차?"
2022-01-25 16:27:17,"아티","알파시티 좋죠"
2022-01-25 16:27:38,"초롱초롱 튜브","자바 스프링 개발자세요?"
2022-01-25 16:28:00,"아티","아뇨 저 퍼블리셔에요"
2022-01-25 16:28:00,"초롱초롱 튜브","솔직히 일자리만 있으면 지방 살기 좋아요."
2022-01-25 16:29:27,"노바","저도 지방에서 일하고 싶은 1인,,,,"
2022-01-25 16:30:23,"아티","그쵸 존버해야겠어요 서울 로망따위 없으니 ㅎㅎ"
2022-01-25 16:30:29,"초롱초롱 튜브","저처럼 저울짓하다가 코로나터져서 공공근로 하지 마세요."
2022-01-25 16:31:12,"초롱초롱 튜브","저는 학원추천으로 회사들어가다가 회사 망하다는 이야기 듣고 공공기관협력업체 합격한 곳 들어가려고 퇴사했는데 그때 한번 거절해서 못 갔어요 ㅋㅋ"
2022-01-25 16:31:21,"초롱초롱 튜브","그래서 코로나 터져서 장기백수가 되었어요."
2022-01-25 16:31:42,"초롱초롱 튜브","공공근로하고 공공일자리, 공장알바하면서 버텄는데 요즘 우울증이 오려고 해요"
2022-01-25 16:32:05,"초롱초롱 튜브","저도 서울 갈 생각이 없어서 ㅋㅋ"
2022-01-25 16:33:07,"리니","대구에 퍼블리싱만 하는 회사 있나요?"
2022-01-25 16:33:14,"리니","저는 들어와서 디자인도하는데..ㅠ"
2022-01-25 16:33:17,"리니","부러워여"
2022-01-25 16:33:30,"아티","저도 디자인도 해요 웹만!"
2022-01-25 16:33:38,"아티","전 둘다 하고싶었어서 만족해요"
2022-01-25 16:33:45,"아티","퍼블만 하는 회사도 있는 거 같긴하더라구요"
2022-01-25 16:34:01,"리니","아 그러시구낭"
2022-01-25 16:34:08,"리니","저는 디쟌하기싫은데 하고있어가지구"
2022-01-25 16:34:14,"초롱초롱 튜브","다들 어디에서 채용공고를 그렇게 잘 찾으세요?"
2022-01-25 16:34:22,"리니","사람인이죠~!"
2022-01-25 16:34:27,"초롱초롱 튜브","저는 사람인, 잡코리아 이렇게 보는데 ㅋㅋ"
2022-01-25 16:34:30,"아티","막힐땐 디자인 하기싫긴하네요 ㅠ"
2022-01-25 16:34:34,"초롱초롱 튜브","지역은 대구로 하시는거죠?"
2022-01-25 16:34:54,"아티","저도 그렇게만 봤어요 근데 요즘 채용사이트가 다양하긴 하더라구요.."
2022-01-25 16:35:09,"리니","채용사이트 다양한데 대구는 아직,,"
2022-01-25 16:35:18,"리니","사람인이랑 잡코리아가 젤 많은것같아여"
2022-01-25 16:35:32,"초롱초롱 튜브","지방은 다른 채용사이트에서 안 나와여"
2022-01-25 16:36:01,"초롱초롱 튜브","프로그래머스, 원티드, 로켓펀치, 잡플래닛 전부 다 수도권 중심이라서"
2022-01-25 16:36:58,"S티엘","역시 웹을 해야하나....ㅎㅎ;;"
2022-01-25 16:37:33,"라이언","요즘은 재택근무하는 회사도 많아서 수도권 회사중에 재택근무하는 회사도 찾아보세요!"
2022-01-25 16:37:58,"아티","재택알바도 많은 거 같더라구요"
2022-01-25 16:38:00,"라이언","전 회사 강남에 있는데 완전 재택근무라 대구에서 일하고 있습니다"
2022-01-25 16:40:23,"초롱초롱 튜브","재택근무하는 회사는 들어가기 어렵나요?"
2022-01-25 16:40:36,"초롱초롱 튜브","어느정도 실력이 있어야 하고 준비를 해야 하나요?"
2022-01-25 16:44:11,"안뇽","하 전 지금 제가 하고있는 방향이 맞는지도 의문이네요"
2022-01-25 16:45:52,"초롱초롱 튜브","저번에 멘토링 받으니까 멘토분께서 실력이 없으니 부트캠프가서 실력부터 쌓아오시라고 추천해줬는데 그 비용내고나면 생활비가 없어서 안 갔어요 ㅠㅠ"
2022-01-25 16:48:48,"라이언","회사 들어가는 난이도는 재택근무 여부보다 연봉이 더 관련 있는 것 같아요
재택근무도 요즘은 그냥 개발자 잡아두는 복지 중 하나인 것 같아서.."
2022-01-25 16:49:57,"초롱초롱 튜브","라이언님은 어떤 준비를 하셨어요? 저도 임계점을 어떻게 넘어야 하고 어떻게 취준해야 하는지 이게 맞는지 모를 때가 많아서"
2022-01-25 16:53:27,"라이언","어떤 개발자 목표로 하시나요?? 웹 프론트 / 백 /  앱 등등 중에서요"
2022-01-25 16:53:48,"라이언","웹프론트면 말씀드릴수있는데 다른건 잘 몰라요😅"
2022-01-25 16:55:05,"초롱초롱 튜브","백엔드 준비중이예요."
2022-01-25 17:01:40,"라이언","그럼 잘 모르지만 저라면 
1. 같이 프로젝트할 팀원 구해서 팀프로젝트하기 
2. 공부했던 것 잘 정리해서 개발 블로그에 꾸준히 올리기
3. 깃헙 커밋 꾸준히 하기
4. 서류 계속 내면서 면접 연습 / 합격해서 만족할 연봉 주는 회사 나올때까지반복
할 것 같습니다"
2022-01-25 17:03:20,"라이언","부트캠프 하면 좋은게 1번이 잘 준비된다는 것 같아요 저도 부트캠프했고 추천드리지만 하기 힘들면 1만 어떻게 해결하시면 괜찮다고생각합니다"
2022-01-25 17:11:35,"화이팅","혹시 여기 제조업 종사하시는 분은"
2022-01-25 17:11:37,"화이팅","없나연"
2022-01-25 17:12:31,"희표/시지","저 제조업입니다"
2022-01-25 17:17:04,"초롱초롱 튜브","부트캠프 어떤거 하셨어요??"
2022-01-25 17:18:21,"화이팅","앗 제조업에서 어떤 직무이신가요"
2022-01-25 17:18:37,"희표/시지","sw개발합니다"
2022-01-25 17:18:43,"희표/시지","ㅎㅎ"
2022-01-25 18:16:52,"램프바바","저도 재택근무하는데 할만하네요."
2022-01-26 10:01:03,"김남수","부럽네요.. 전 항시 출근 합니다. ㅋ"
2022-01-26 10:01:59,"김남수","+1"
2022-01-26 10:04:53,"김남수","저는 요새 회사 끝나고 구미에서 각코중인데 시간되시는 분들 계시면 같이 각코 하시죠.  주로 4시부터 7시반 정도까지 하고 있습니다."
2022-01-26 10:05:34,"희표/시지","4시에 퇴근하시나요"
2022-01-26 10:08:03,"김남수","서너시쯤 하고있어요."
2022-01-26 10:09:28,"희표/시지","부럽습니다 일찍 퇴근하셔서"
2022-01-26 10:10:46,"김남수","요번주만 요렇게 하고 2월부터는 좀 늦게 가야죠..  대신 아침 6시에 출근합니다..ㅋ"
2022-01-26 10:11:24,"희표/시지","아 일찍나오셔서 일찍퇴근하시는구낭"
2022-01-26 10:14:11,"김남수","그쵸"
2022-01-26 10:18:12,"극두","구미분 반갑습니다 ㅎㅎㅎ 
휴일이면 모각코 언제든 괜찮은데 평일은 이것저것 해야할거 끝나면 9시라 어렵네요 ㅠ.ㅜ 언제쯤 카페 시간제한 풀릴지...."
2022-01-26 10:44:07,"김남수","ㅎㅎ..반가워요.  전 집은 대구라 주말엔 없네요.."
2022-01-26 10:48:50,"램프바바","열심이시네요. 대구가 아니라 아쉽습니다. ㅎㅎ"
2022-01-26 10:49:42,"초롱초롱 튜브","구미도 개발자가 있어요? 대부분 op아니면 엔지니어던데"
2022-01-26 11:04:10,"김남수","그러게요...주말에 한번 가시죠 시간되시면."
2022-01-26 11:12:33,"김남수","여기 구미도 있어요...저희 회사 부서가 여러개라, 다른 부서는 잘 모르고 저는 요새는 주로 파이썬이고 C가 20프로 정도 겠네요.... 전에 다니던 회사는 100프로 C로 개발했죠.."
2022-01-26 11:14:27,"램프바바","모각코 한번 하시죠(씨익) 시간은 최대한 맞춰보면 될듯하네요"
2022-01-26 11:17:24,"김남수","좋습니다.   토요일에 한번 가시죠... 토요일 아침에 전화 코딩 인터뷰 있는데 후기도 좀 풀고... 램프님한테 시스템 디자인 조언도 좀 듣고..ㅎㅎ"
2022-01-26 11:20:13,"초롱초롱 튜브","구미도 사람인이나 잡코리아 통해서 구했나요?"
2022-01-26 11:20:56,"램프바바","저분은 인재라 스카웃 당하셨을겁니다. ㅎㅎ"
2022-01-26 11:22:31,"김남수","인재 아니예요..ㅎㅎ 
 
전 해외 경력으로 왔어요.. 인사팀에서 linkedin으로 연락해서 오게됐네요..."
2022-01-26 11:22:48,"램프바바","요즘 바깥에 안나가보니.. 궁금한게 있는데. 3차접종 안하면 커피숍 출입이 안되나요?"
2022-01-26 11:23:33,"김남수","음....저는 3차해서...그것까지는 잘 모르겠네요."
2022-01-26 11:23:40,"안뇽","2차맞고 유효기간동안은 괜찮은데 90일인가 지나묜 못 들어갈거애요 아마.."
2022-01-26 11:24:05,"김남수","QR찍으면 접종완료 뭐라 나오긴 하던데요"
2022-01-26 11:24:21,"램프바바","앗.. 작년 10월에 맞았는데.. 커피숍은 못가는건가요 ㅜ.ㅜ"
2022-01-26 11:24:41,"김남수","아..그럼 어려울수도 있겠네요."
2022-01-26 11:25:26,"김남수","그럼 다음에 보는걸로 하시죠.. 램프님 만나면 클라우드 쪽 몇개 물어볼게 있었는데...아쉽네요.."
2022-01-26 11:26:04,"램프바바","아쉽네요. 요즘 집에서만 있다보니 필요성을 못 느꼈는데.. 맞긴 맞아야 할듯 합니다."
2022-01-26 11:26:53,"김남수","전 3일 백신휴가 나와서. 바로가서 맞았습니다..ㅋ"
2022-01-26 11:27:34,"램프바바"," 좋은 회사입니다 (최고)"
2022-01-26 11:29:48,"김남수","나쁘진 않죠.ㅎㅎ"
2022-01-26 13:35:49,"마이크를 먹는 라이언","마이크를 먹는 라이언님이 들어왔습니다."
2022-01-26 13:36:10,"마이크를 먹는 라이언","안녕하세요~"
2022-01-26 13:41:04,"30웹","안녕하세요 ㅎㅎ 반갑습니다,.ㅎㅎ"
2022-01-26 13:44:55,"마이크를 먹는 라이언","모각코 하시나용"
2022-01-26 14:03:28,"긍정승정","지금 코뤄나가"
2022-01-26 14:03:30,"긍정승정","너무 심해져서"
2022-01-26 14:03:32,"긍정승정","걱정입니다"
2022-01-26 14:09:04,"마이크를 먹는 라이언","아 그죠..맞네요"
2022-01-26 17:58:04,"덜덜","덜덜님이 들어왔습니다."
2022-01-26 20:58:26,"눈빛 애교 어피치","오늘밤 게더타운 오실분 계신가요? 있음 방파겠습니다 ㅋㅋ"
2022-01-26 20:59:12,"S티엘","프로그래밍 이야기 하는건가요???ㅎㅎ"
2022-01-26 21:00:00,"눈빛 애교 어피치","넵 그냥 할일하면서... ㅋㅋㅋㅋ"
2022-01-26 21:00:10,"S티엘","넵넵 ㅎㅎ"
2022-01-26 21:04:04,"S티엘","몇시에하나요??"
2022-01-26 21:06:39,"눈빛 애교 어피치","한 열시쯤 열어볼까합니다.. 야간 온라인모각코정도로.. ㅋㅋㅋ"
2022-01-26 21:07:02,"S티엘","그렇군요 ㅎㅎ"
2022-01-26 21:08:11,"라이언","재밌을 것 같네요!! 11시에도 하고 계시면 들어가겠습니다 ㅎㅎ"
2022-01-26 21:08:34,"눈빛 애교 어피치","넵 새벽 늦게까지합니다 오세요~~"
2022-01-26 21:15:21,"김명훈","김명훈님이 들어왔습니다."
2022-01-26 21:30:17,"초롱초롱 네오","초롱초롱 네오님이 들어왔습니다."
2022-01-26 21:31:16,"초롱초롱 네오","초롱초롱 네오님이 나갔습니다."
2022-01-26 21:57:16,"안뇽","ㅌㅋㅋ전 새벽에도 가능한데.."
2022-01-26 21:57:20,"안뇽","흐흑 아쉽네요 ㅠㅠㅠ"
2022-01-26 22:12:58,"개발을 꿈꾸다","모각코
어디로 들어가야되요?"
2022-01-26 22:13:04,"개발을 꿈꾸다","링크 부탁드려요"
2022-01-26 22:18:37,"눈빛 애교 어피치","넵 잠시만요~!"
2022-01-26 22:25:09,"눈빛 애교 어피치","gather.town/app/ONDx2fBgFQI6G06Q/How"
2022-01-26 22:25:31,"눈빛 애교 어피치","밤에 공부하시면서 심심하신분들 오시면 좋을 것 같아요 ㅎㅎ"
2022-01-27 18:15:58,"긍정승정","오 좋습니다"
2022-01-27 22:53:27,"코리니","코리니님이 들어왔습니다."
2022-01-27 22:53:31,"코리니","안녕하세요"
2022-01-27 22:53:53,"눈빛 애교 어피치","오늘도 온라인 모각코하실분 있으신가요? ㅋㅋ"
2022-01-27 22:54:03,"코리니","온라인이요?"
2022-01-27 22:58:35,"눈빛 애교 어피치","넵 그냥 각자할거하면서 얘기나하는.."
2022-01-27 23:16:54,"안뇽","오 ㅋㅋㅋ 궁금하네요"
2022-01-27 23:20:25,"눈빛 애교 어피치","두 분 괜찮으시면 방파보겠습니다~~"
2022-01-27 23:31:56,"긍정승정","저는"
2022-01-27 23:31:58,"긍정승정","마이크가안되서"
2022-01-27 23:32:01,"긍정승정","게더 타운 못하겟네여 ㅜㅜ"
2022-01-27 23:37:27,"마이크를 먹는 라이언","아 근데 궁금한데"
2022-01-27 23:37:30,"마이크를 먹는 라이언","일정이 빡빡쓰.."
2022-01-27 23:37:31,"마이크를 먹는 라이언","헝헝"
2022-01-27 23:37:35,"마이크를 먹는 라이언","다들 현업자이신가여"
2022-01-27 23:38:08,"눈빛 애교 어피치","섞여있지 않을까요 ㅎㅎ"
2022-01-27 23:42:44,"마이크를 먹는 라이언","오홍..그죠"
2022-01-27 23:44:02,"마이크를 먹는 라이언","저는 지금 타입스크립트 공부하고있어요
작년 초부터 리액트 처음 시작했는데
첨엔 재밌어서 강의보면서 공부했는데
현생산다고 공부를 많이 못해가지공..
이번에 다시 하고있어욥ㅂ
 
"
2022-01-27 23:47:25,"긍정승정","오옹 화이팅입니다!"
2022-01-28 00:07:47,"긍정승정","사진"
2022-01-28 00:08:04,"긍정승정","리액트 로드맵이에오"
2022-01-28 02:12:06,"hira","hira님이 들어왔습니다."
2022-01-28 12:15:08,"무민","무민님이 들어왔습니다."
2022-01-28 21:41:24,"쓔느님","쓔느님님이 들어왔습니다."
2022-01-29 15:44:15,"진호","진호님이 들어왔습니다."
2022-01-29 16:16:58,"긍정승정","안녕하세여"
2022-01-29 16:17:01,"긍정승정","갑자기 방이 커지네용"
2022-01-29 16:17:08,"쓔느님","이모티콘"
2022-01-29 16:17:09,"긍정승정","다들 즐거운 주말 보내고 계신가용"
2022-01-29 16:17:16,"쓔느님","넴! 반가워유!"
2022-01-29 16:17:19,"쓔느님","누워있어용"
2022-01-29 16:17:42,"진호","네 안녕하세요! 인터넷에서 게시글 보고 들어오게 되었습니다☺️ 잘 부탁드려요"
2022-01-29 16:18:01,"쓔느님","호오 무슨 게시글이었는지 귱금하쿤욤"
2022-01-29 16:18:09,"마이크를 먹는 라이언","옹 게시글이 있어용?"
2022-01-29 16:18:54,"진호","https://okky.kr/article/1131877 구글에서 '대구 스터디' 검색하니까 상위에 뜨더라구요ㅎㅎ"
2022-01-29 16:19:31,"마이크를 먹는 라이언","이모티콘"
2022-01-29 16:19:32,"마이크를 먹는 라이언","이모티콘"
2022-01-29 16:19:58,"쓔느님","간지나는 쿤요"
2022-01-29 16:20:01,"쓔느님","이모티콘"
2022-01-29 16:20:06,"쓔느님","다들 공부중이신가요?"
